#time content I_1 V_1 V_2 Xe_1 Xe_1V_1 Xe_1V_2 Xe_1V_3 Xe_1V_4 Xe_1V_5 Xe_1V_6 Xe_1V_7 Xe_1V_8 Xe/SD var
0 7.1e-05 0.018 0.018 0 7.1e-05 0 0 0 0 0 0 0 0 -nan -nan
1e-10 7.1e-05 0.018 0.0179914 2.59835e-15 6.24409e-05 8.55799e-06 1.70755e-17 1.97895e-26 5.90001e-38 -1.38981e-46 -1.71734e-57 -1.78986e-66 -1.58541e-77 1.47584 0.249376
2.1e-10 7.1e-05 0.018 0.0179832 5.45185e-15 5.42157e-05 1.67812e-05 7.17147e-17 1.74032e-25 1.48173e-36 4.0968e-45 1.18642e-56 -3.24022e-66 -2.48958e-76 1.28297 0.202792
3.31e-10 7.1e-05 0.018 0.0179754 8.5861e-15 4.64164e-05 2.45778e-05 1.6906e-16 6.45252e-25 8.96553e-36 4.5784e-44 3.3618e-55 3.79396e-64 9.85024e-76 1.18619 0.151346
4.641e-10 7.1e-05 0.018 0.0179681 1.20294e-14 3.9129e-05 3.1862e-05 3.14256e-16 1.67793e-24 3.32443e-35 2.46242e-43 2.70445e-54 4.84911e-63 4.22039e-74 1.12921 0.112269
6.1051e-10 7.1e-05 0.018 0.0179614 1.58131e-14 3.2429e-05 3.85585e-05 5.1235e-16 3.58979e-24 9.48719e-35 9.36778e-43 1.38379e-53 3.37603e-62 4.40943e-73 1.09226 0.0834373
7.71561e-10 7.1e-05 0.018 0.0179554 1.99716e-14 2.63777e-05 4.46063e-05 7.68215e-16 6.78393e-24 2.29669e-34 2.88768e-42 5.45354e-53 1.70513e-61 2.95298e-72 1.06685 0.0620149
9.48717e-10 7.1e-05 0.018 0.01795 2.4543e-14 2.1018e-05 4.99624e-05 1.08648e-15 1.1762e-23 4.96419e-34 7.71676e-42 1.8062e-52 6.99505e-61 1.5257e-71 1.04873 0.0459326
1.14359e-09 7.1e-05 0.018 0.0179453 2.95693e-14 1.63719e-05 5.46051e-05 1.47151e-15 1.9139e-23 9.8757e-34 1.85906e-41 5.27903e-52 2.47566e-60 6.60438e-71 1.0355 0.0337773
1.35795e-09 7.1e-05 0.018 0.0179414 3.50966e-14 1.24385e-05 5.85353e-05 1.92741e-15 2.96598e-23 1.84396e-33 4.13931e-41 1.40385e-51 7.84286e-60 2.51003e-70 1.02574 0.0245752
1.59374e-09 7.1e-05 0.018 0.0179382 4.11758e-14 9.19415e-06 6.1777e-05 2.45812e-15 4.42193e-23 3.2749e-33 8.66295e-41 3.4672e-51 2.27915e-59 8.62969e-70 1.01851 0.0176359
1.85312e-09 7.1e-05 0.0179999 0.0179355 4.78627e-14 6.59359e-06 6.43753e-05 3.06752e-15 6.38878e-23 5.58537e-33 1.72469e-40 8.06925e-51 6.18078e-59 2.73964e-69 1.01319 0.0124525
2.13843e-09 7.1e-05 0.0179999 0.0179335 5.52186e-14 4.57376e-06 6.63934e-05 3.75959e-15 8.99426e-23 9.21277e-33 3.29542e-40 1.78858e-50 1.58393e-58 8.15079e-69 1.00931 0.00863924
2.45227e-09 7.1e-05 0.0179999 0.017932 6.33109e-14 3.05844e-06 6.79073e-05 4.53868e-15 1.2391e-22 1.47765e-32 6.08406e-40 3.80644e-50 3.87232e-58 2.29786e-68 1.00653 0.00589243
2.7975e-09 7.1e-05 0.0179999 0.0179309 7.22135e-14 1.96419e-06 6.90005e-05 5.40971e-15 1.67619e-22 2.31449e-32 1.09106e-39 7.82696e-50 9.09792e-58 6.19107e-68 1.0046 0.00396663
3.17725e-09 7.1e-05 0.0179999 0.0179301 8.20076e-14 1.20652e-06 6.97575e-05 6.37844e-15 2.2327e-22 3.5525e-32 1.90861e-39 1.56282e-49 2.06626e-57 1.60489e-67 1.00329 0.00266054
3.59497e-09 7.1e-05 0.0179999 0.0179296 9.27823e-14 7.05616e-07 7.02579e-05 7.45164e-15 2.93524e-22 5.35843e-32 3.26806e-39 3.04252e-49 4.55775e-57 4.02454e-67 1.00244 0.00180908
4.05447e-09 7.1e-05 0.0179999 0.0179293 1.04635e-13 3.90927e-07 7.05723e-05 8.63736e-15 3.81608e-22 7.96148e-32 5.49307e-39 5.79464e-49 9.80238e-57 9.80621e-67 1.00191 0.00127895
4.55992e-09 7.1e-05 0.0179999 0.0179291 1.17675e-13 2.04027e-07 7.0759e-05 9.94498e-15 4.91446e-22 1.16754e-31 9.08525e-39 1.08271e-48 2.06224e-56 2.33025e-66 1.00159 0.000965831
5.11591e-09 7.1e-05 0.0179998 0.0179289 1.32019e-13 9.96942e-08 7.08633e-05 1.13854e-14 6.27819e-22 1.69281e-31 1.48165e-38 1.98944e-48 4.25567e-56 5.41718e-66 1.00142 0.000791599
5.7275e-09 7.1e-05 0.0179998 0.0179289 1.47798e-13 4.53058e-08 7.09176e-05 1.29709e-14 7.96555e-22 2.43021e-31 2.38675e-38 3.60222e-48 8.63455e-56 1.23528e-65 1.00133 0.000700931
6.40025e-09 7.1e-05 0.0179998 0.0179288 1.65155e-13 1.902e-08 7.09438e-05 1.47156e-14 1.00475e-21 3.45881e-31 3.80345e-38 6.43872e-48 1.72598e-55 2.76927e-65 1.00129 0.00065715
7.14027e-09 7.1e-05 0.0179998 0.0179288 1.84247e-13 7.33791e-09 7.09555e-05 1.6635e-14 1.26105e-21 4.88574e-31 6.00385e-38 1.13785e-47 3.40499e-55 6.11557e-65 1.00127 0.000637701
7.9543e-09 7.1e-05 0.0179997 0.0179287 2.05249e-13 2.60784e-09 7.09602e-05 1.87465e-14 1.57596e-21 6.8559e-31 9.39847e-38 1.99072e-47 6.63967e-55 1.33268e-64 1.00126 0.000629829
8.84973e-09 7.1e-05 0.0179997 0.0179287 2.28351e-13 8.81447e-10 7.0962e-05 2.10691e-14 1.96224e-21 9.56498e-31 1.46046e-37 3.45207e-47 1.28147e-54 2.87006e-64 1.00126 0.000626956
9.83471e-09 7.1e-05 0.0179997 0.0179287 2.53763e-13 3.20463e-10 7.09625e-05 2.3624e-14 2.43541e-21 1.32751e-30 2.25424e-37 5.93439e-47 2.44635e-54 6.10081e-64 1.00125 0.000626023
1.09182e-08 7.1e-05 0.0179996 0.0179286 2.81716e-13 1.60532e-10 7.09627e-05 2.64344e-14 3.01427e-21 1.83451e-30 3.46053e-37 1.01424e-46 4.64446e-54 1.28933e-63 1.00125 0.000625758
1.211e-08 7.1e-05 0.0179996 0.0179286 3.12464e-13 1.21232e-10 7.09627e-05 2.95258e-14 3.72166e-21 2.5251e-30 5.28523e-37 1.72254e-46 8.75114e-54 2.70132e-63 1.00125 0.000625694
1.3421e-08 7.1e-05 0.0179995 0.0179285 3.46286e-13 1.1309e-10 7.09627e-05 3.29263e-14 4.58525e-21 3.46352e-30 8.03553e-37 2.90931e-46 1.63807e-53 5.61679e-63 1.00125 0.000625682
1.48631e-08 7.1e-05 0.0179995 0.0179285 3.8349e-13 1.11708e-10 7.09627e-05 3.66669e-14 5.63863e-21 4.736e-30 1.21677e-36 4.88958e-46 3.04843e-53 1.16007e-62 1.00125 0.000625681
1.64494e-08 7.1e-05 0.0179994 0.0179284 4.24414e-13 1.11523e-10 7.09627e-05 4.07815e-14 6.92247e-21 6.46118e-30 1.83748e-36 8.20605e-46 5.67841e-53 2.40277e-62 1.00125 0.000625682
1.81943e-08 7.1e-05 0.0179994 0.0179284 4.69429e-13 1.11505e-10 7.09627e-05 4.53075e-14 8.4861e-21 8.79209e-30 2.76522e-36 1.37041e-45 1.05017e-52 4.93418e-62 1.00125 0.000625684
2.01138e-08 7.1e-05 0.0179993 0.0179283 5.18945e-13 1.11503e-10 7.09627e-05 5.0286e-14 1.03893e-20 1.19367e-29 4.14863e-36 2.2791e-45 1.93139e-52 1.00638e-61 1.00125 0.000625686
2.22252e-08 7.1e-05 0.0179992 0.0179282 5.73412e-13 1.11503e-10 7.09627e-05 5.57624e-14 1.27045e-20 1.61734e-29 6.20711e-36 3.77692e-45 3.53601e-52 2.04125e-61 1.00125 0.000625688
2.45477e-08 7.1e-05 0.0179991 0.0179281 6.33324e-13 1.11503e-10 7.09627e-05 6.17863e-14 1.55193e-20 2.18747e-29 9.26421e-36 6.23987e-45 6.44907e-52 4.12117e-61 1.00125 0.000625691
2.71024e-08 7.1e-05 0.017999 0.017928 6.99225e-13 1.11503e-10 7.09627e-05 6.84126e-14 1.89402e-20 2.95386e-29 1.37965e-35 1.02811e-44 1.17232e-51 8.28768e-61 1.00125 0.000625693
2.99127e-08 7.1e-05 0.0179989 0.0179279 7.71715e-13 1.11503e-10 7.09627e-05 7.57013e-14 2.30958e-20 3.98309e-29 2.05051e-35 1.68995e-44 2.12487e-51 1.66098e-60 1.00125 0.000625696
3.30039e-08 7.1e-05 0.0179988 0.0179278 8.51451e-13 1.11503e-10 7.09627e-05 8.37189e-14 2.81421e-20 5.36411e-29 3.04205e-35 2.77193e-44 3.84145e-51 3.31895e-60 1.00125 0.000625699
3.64043e-08 7.1e-05 0.0179987 0.0179277 9.39159e-13 1.11503e-10 7.09627e-05 9.2538e-14 3.42678e-20 7.21573e-29 4.5056e-35 4.53805e-44 6.92866e-51 6.61439e-60 1.00125 0.000625703
4.01448e-08 7.1e-05 0.0179986 0.0179276 1.03563e-12 1.11503e-10 7.09627e-05 1.02239e-13 4.17015e-20 9.69656e-29 6.66312e-35 7.4168e-44 1.24707e-50 1.31509e-59 1.00125 0.000625707
4.42593e-08 7.1e-05 0.0179984 0.0179274 1.14175e-12 1.11503e-10 7.09627e-05 1.1291e-13 5.07202e-20 1.30183e-28 9.83994e-35 1.21031e-43 2.24025e-50 2.6092e-59 1.00125 0.000625711
4.87852e-08 7.1e-05 0.0179983 0.0179273 1.25848e-12 1.11503e-10 7.09627e-05 1.24647e-13 6.16588e-20 1.74636e-28 1.45124e-34 1.97231e-43 4.01737e-50 5.16692e-59 1.00125 0.000625715
5.37637e-08 7.1e-05 0.0179981 0.0179271 1.38687e-12 1.11503e-10 7.09627e-05 1.37558e-13 7.49232e-20 2.34092e-28 2.13774e-34 3.21001e-43 7.19255e-50 1.02143e-58 1.00125 0.000625721
5.92401e-08 7.1e-05 0.0179979 0.0179269 1.52809e-12 1.11503e-10 7.09627e-05 1.5176e-13 9.10045e-20 3.13578e-28 3.14536e-34 5.21843e-43 1.28579e-49 2.01608e-58 1.00125 0.000625726
6.52641e-08 7.1e-05 0.0179977 0.0179267 1.68343e-12 1.11503e-10 7.09627e-05 1.67382e-13 1.10497e-19 4.19799e-28 4.62283e-34 8.47457e-43 2.29535e-49 3.97362e-58 1.00125 0.000625732
7.18905e-08 7.1e-05 0.0179974 0.0179264 1.85429e-12 1.11503e-10 7.09627e-05 1.84565e-13 1.34121e-19 5.61692e-28 6.78717e-34 1.37493e-42 4.09218e-49 7.82165e-58 1.00125 0.000625739
7.91795e-08 7.1e-05 0.0179972 0.0179262 2.04222e-12 1.11503e-10 7.09627e-05 2.03466e-13 1.62747e-19 7.51171e-28 9.95471e-34 2.22873e-42 7.28647e-49 1.53776e-57 1.00125 0.000625747
8.71975e-08 7.1e-05 0.0179969 0.0179259 2.24893e-12 1.11503e-10 7.09627e-05 2.24256e-13 1.97429e-19 1.00411e-27 1.45861e-33 3.60977e-42 1.29587e-48 3.01994e-57 1.00125 0.000625755
9.60172e-08 7.1e-05 0.0179966 0.0179256 2.47629e-12 1.11503e-10 7.09627e-05 2.47124e-13 2.39444e-19 1.34168e-27 2.13513e-33 5.84217e-42 2.30201e-48 5.92461e-57 1.00125 0.000625764
1.05719e-07 7.1e-05 0.0179962 0.0179252 2.72637e-12 1.11503e-10 7.09627e-05 2.72278e-13 2.90335e-19 1.79207e-27 3.1224e-33 9.44847e-42 4.08478e-48 1.1612e-56 1.00125 0.000625774
1.16391e-07 7.1e-05 0.0179958 0.0179248 3.00143e-12 1.11503e-10 7.09627e-05 2.99945e-13 3.5197e-19 2.39284e-27 4.56175e-33 1.52708e-41 7.24033e-48 2.27385e-56 1.00125 0.000625785
1.2813e-07 7.1e-05 0.0179954 0.0179244 3.30395e-12 1.11503e-10 7.09627e-05 3.30378e-13 4.26611e-19 3.19403e-27 6.65808e-33 2.46655e-41 1.28198e-47 4.44887e-56 1.00125 0.000625797
1.41043e-07 7.1e-05 0.0179949 0.0179239 3.6367e-12 1.11503e-10 7.09627e-05 3.63853e-13 5.16994e-19 4.26229e-27 9.70808e-33 3.98165e-41 2.26745e-47 8.69741e-56 1.00125 0.00062581
1.55247e-07 7.1e-05 0.0179944 0.0179234 4.00266e-12 1.11503e-10 7.09627e-05 4.00672e-13 6.26429e-19 5.68638e-27 1.41408e-32 6.42379e-41 4.00615e-47 1.69901e-55 1.00125 0.000625825
1.70872e-07 7.1e-05 0.0179939 0.0179229 4.40517e-12 1.11503e-10 7.09627e-05 4.4117e-13 7.58922e-19 7.58453e-27 2.05758e-32 1.03582e-40 7.07042e-47 3.31653e-55 1.00125 0.000625841
1.88059e-07 7.1e-05 0.0179933 0.0179223 4.84785e-12 1.11503e-10 7.09627e-05 4.85714e-13 9.1932e-19 1.01141e-26 2.99063e-32 1.66937e-40 1.24647e-46 6.46939e-55 1.00125 0.000625858
2.06965e-07 7.1e-05 0.0179926 0.0179216 5.33472e-12 1.11504e-10 7.09627e-05 5.34709e-13 1.11349e-18 1.34848e-26 4.34183e-32 2.68904e-40 2.19495e-46 1.26108e-54 1.00125 0.000625878
2.27762e-07 7.1e-05 0.0179918 0.0179208 5.87017e-12 1.11504e-10 7.09627e-05 5.88597e-13 1.34851e-18 1.79756e-26 6.29597e-32 4.32941e-40 3.86064e-46 2.45654e-54 1.00125 0.000625899
2.50638e-07 7.1e-05 0.017991 0.01792 6.45903e-12 1.11504e-10 7.09627e-05 6.47868e-13 1.63298e-18 2.3958e-26 9.11816e-32 6.96705e-40 6.78209e-46 4.78207e-54 1.00125 0.000625922
2.75801e-07 7.1e-05 0.0179901 0.0179191 7.10663e-12 1.11504e-10 7.09627e-05 7.13059e-13 1.97727e-18 3.19265e-26 1.31879e-31 1.12062e-39 1.18992e-45 9.30292e-54 1.00125 0.000625948
3.03482e-07 7.1e-05 0.0179891 0.0179181 7.81881e-12 1.11504e-10 7.09627e-05 7.84759e-13 2.39395e-18 4.25394e-26 1.90475e-31 1.80162e-39 2.08494e-45 1.80857e-53 1.00125 0.000625977
3.3393e-07 7.1e-05 0.017988 0.017917 8.60198e-12 1.11504e-10 7.09627e-05 8.63617e-13 2.89819e-18 5.66727e-26 2.74698e-31 2.89506e-39 3.64809e-45 3.51366e-53 1.00125 0.000626008
3.67423e-07 7.1e-05 0.0179868 0.0179158 9.46319e-12 1.11504e-10 7.09627e-05 9.50349e-13 3.50838e-18 7.54926e-26 3.95545e-31 4.64993e-39 6.37382e-45 6.82173e-53 1.00126 0.000626042
4.04265e-07 7.1e-05 0.0179855 0.0179145 1.04102e-11 1.11504e-10 7.09627e-05 1.04574e-12 4.24672e-18 1.00551e-25 5.68613e-31 7.46496e-39 1.1119e-44 1.32353e-52 1.00126 0.00062608
4.44792e-07 7.1e-05 0.017984 0.017913 1.14515e-11 1.11504e-10 7.09628e-05 1.15064e-12 5.1401e-18 1.33912e-25 8.15978e-31 1.19784e-38 1.93652e-44 2.56612e-52 1.00126 0.000626121
4.89371e-07 7.1e-05 0.0179824 0.0179114 1.25965e-11 1.11504e-10 7.09628e-05 1.26602e-12 6.221e-18 1.78323e-25 1.16879e-30 1.92115e-38 3.36695e-44 4.97185e-52 1.00126 0.000626167
5.38408e-07 7.1e-05 0.0179807 0.0179097 1.38554e-11 1.11504e-10 7.09628e-05 1.3929e-12 7.52872e-18 2.3744e-25 1.67091e-30 3.07974e-38 5.84341e-44 9.62612e-52 1.00126 0.000626217
5.92349e-07 7.1e-05 0.0179787 0.0179077 1.52394e-11 1.11504e-10 7.09628e-05 1.53243e-12 9.11076e-18 3.16126e-25 2.38384e-30 4.93464e-38 1.01221e-43 1.8624e-51 1.00126 0.000626272
6.51683e-07 7.1e-05 0.0179766 0.0179056 1.67611e-11 1.11504e-10 7.09628e-05 1.68587e-12 1.10246e-17 4.20849e-25 3.39368e-30 7.90288e-38 1.74987e-43 3.60064e-51 1.00126 0.000626333
7.16952e-07 7.1e-05 0.0179743 0.0179033 1.84339e-11 1.11504e-10 7.09628e-05 1.85461e-12 1.33396e-17 5.60214e-25 4.82045e-30 1.26504e-37 3.01877e-43 6.95611e-51 1.00126 0.0006264
7.88747e-07 7.1e-05 0.0179717 0.0179007 2.02727e-11 1.11504e-10 7.09628e-05 2.04016e-12 1.61398e-17 7.45662e-25 6.83104e-30 2.02403e-37 5.19641e-43 1.34286e-50 1.00126 0.000626473
8.67722e-07 7.1e-05 0.0179688 0.0178978 2.22939e-11 1.11504e-10 7.09628e-05 2.24419e-12 1.95265e-17 9.92413e-25 9.65674e-30 3.23685e-37 8.92448e-43 2.59045e-50 1.00126 0.000626554
9.54594e-07 7.1e-05 0.0179657 0.0178947 2.45154e-11 1.11504e-10 7.09628e-05 2.46853e-12 2.36224e-17 1.32e-24 1.35999e-29 5.1542e-37 1.519e-42 4.94176e-50 1.00126 0.000626643
1.05015e-06 7.1e-05 0.0179623 0.0178913 2.69569e-11 1.11504e-10 7.09628e-05 2.71519e-12 2.85757e-17 1.75579e-24 1.91119e-29 8.21339e-37 2.58518e-42 9.45134e-50 1.00126 0.00062674
1.15527e-06 7.1e-05 0.0179585 0.0178875 2.96398e-11 1.11504e-10 7.09628e-05 2.98638e-12 3.45653e-17 2.33547e-24 2.67944e-29 1.30933e-36 4.39524e-42 1.81038e-49 1.00126 0.000626847
1.2709e-06 7.1e-05 0.0179544 0.0178834 3.25879e-11 1.11504e-10 7.09628e-05 3.28453e-12 4.18074e-17 3.10673e-24 3.74799e-29 2.08882e-36 7.46813e-42 3.47607e-49 1.00126 0.000626965
1.39808e-06 7.1e-05 0.0179498 0.0178788 3.58269e-11 1.11504e-10 7.09628e-05 3.6123e-12 5.05632e-17 4.13243e-24 5.22858e-29 3.33171e-36 1.26592e-41 6.67348e-49 1.00126 0.000627095
1.53799e-06 7.1e-05 0.0179448 0.0178738 3.93852e-11 1.11504e-10 7.09628e-05 3.97262e-12 6.1148e-17 5.49681e-24 7.27596e-29 5.31642e-36 2.14272e-41 1.28316e-48 1.00126 0.000627237
1.69189e-06 7.1e-05 0.0179393 0.0178683 4.32936e-11 1.11505e-10 7.09628e-05 4.36867e-12 7.39424e-17 7.31085e-24 1.00966e-28 8.47959e-36 3.61594e-41 2.46482e-48 1.00126 0.000627394
1.86118e-06 7.1e-05 0.0179333 0.0178623 4.75861e-11 1.11505e-10 7.09628e-05 4.80399e-12 8.94061e-17 9.72243e-24 1.39719e-28 1.35197e-35 6.08418e-41 4.7308e-48 1.00126 0.000627566
2.0474e-06 7.1e-05 0.0179266 0.0178556 5.22995e-11 1.11505e-10 7.09628e-05 5.28242e-12 1.08093e-16 1.29279e-23 1.92821e-28 2.15486e-35 1.02079e-40 9.07357e-48 1.00126 0.000627755
2.25224e-06 7.1e-05 0.0179193 0.0178483 5.74744e-11 1.11505e-10 7.09628e-05 5.80819e-12 1.30674e-16 1.71879e-23 2.65397e-28 3.43366e-35 1.70782e-40 1.73924e-47 1.00126 0.000627962
2.47756e-06 7.1e-05 0.0179113 0.0178403 6.31547e-11 1.11505e-10 7.09628e-05 6.38593e-12 1.57953e-16 2.28484e-23 3.6434e-28 5.47014e-35 2.84934e-40 3.33209e-47 1.00126 0.00062819
2.72542e-06 7.1e-05 0.0179025 0.0178315 6.93886e-11 1.11505e-10 7.09628e-05 7.0207e-12 1.90904e-16 3.03684e-23 4.98908e-28 8.71282e-35 4.74096e-40 6.38088e-47 1.00126 0.000628441
2.99806e-06 7.1e-05 0.0178928 0.0178218 7.62283e-11 1.11506e-10 7.09628e-05 7.71806e-12 2.307e-16 4.03568e-23 6.81506e-28 1.38756e-34 7.86744e-40 1.22146e-46 1.00126 0.000628716
3.29797e-06 7.1e-05 0.0178821 0.0178111 8.37309e-11 1.11506e-10 7.09628e-05 8.48408e-12 2.78753e-16 5.36207e-23 9.28735e-28 2.20948e-34 1.30219e-39 2.3374e-46 1.00126 0.000629018
3.62787e-06 7.1e-05 0.0178704 0.0177994 9.19583e-11 1.11506e-10 7.09628e-05 9.32541e-12 3.36762e-16 7.123e-23 1.26277e-27 3.51785e-34 2.14989e-39 4.47166e-46 1.00126 0.00062935
3.99075e-06 7.1e-05 0.0178575 0.0177865 1.00978e-10 1.11506e-10 7.09628e-05 1.02493e-11 4.06776e-16 9.46021e-23 1.71321e-27 5.60041e-34 3.54073e-39 8.5526e-46 1.00126 0.000629714
4.38993e-06 7.1e-05 0.0178434 0.0177724 1.10862e-10 1.11507e-10 7.09629e-05 1.12637e-11 4.91255e-16 1.25614e-22 2.31944e-27 8.91497e-34 5.81746e-39 1.63544e-45 1.00126 0.000630114
4.82902e-06 7.1e-05 0.0178279 0.0177569 1.2169e-10 1.11507e-10 7.09629e-05 1.23772e-11 5.9316e-16 1.66749e-22 3.13389e-27 1.41897e-33 9.53607e-39 3.12669e-45 1.00126 0.000630553
5.31202e-06 7.1e-05 0.0178109 0.0177399 1.33547e-10 1.11507e-10 7.09629e-05 1.35994e-11 7.16048e-16 2.21294e-22 4.22615e-27 2.25826e-33 1.55966e-38 5.97656e-45 1.00126 0.000631034
5.84332e-06 7.1e-05 0.0177921 0.0177212 1.46525e-10 1.11508e-10 7.09629e-05 1.49404e-11 8.64187e-16 2.93592e-22 5.6885e-27 3.59346e-33 2.54534e-38 1.14217e-44 1.00127 0.000631562
6.42776e-06 7.1e-05 0.0177716 0.0177006 1.60722e-10 1.11508e-10 7.09629e-05 1.64116e-11 1.0427e-15 3.8938e-22 7.64315e-27 5.71708e-33 4.14512e-38 2.1823e-44 1.00127 0.00063214
7.07063e-06 7.1e-05 0.0177491 0.0176781 1.76246e-10 1.11509e-10 7.09629e-05 1.8025e-11 1.25773e-15 5.16233e-22 1.02516e-26 9.09371e-33 6.73642e-38 4.16856e-44 1.00127 0.000632774
7.7778e-06 7.1e-05 0.0177244 0.0176534 1.93209e-10 1.11509e-10 7.09629e-05 1.9794e-11 1.51662e-15 6.84141e-22 1.37271e-26 1.44608e-32 1.09254e-37 7.96022e-44 1.00127 0.000633469
8.55568e-06 7.1e-05 0.0176973 0.0176263 2.11732e-10 1.1151e-10 7.0963e-05 2.17328e-11 1.82818e-15 9.06266e-22 1.83504e-26 2.2988e-32 1.76839e-37 1.51951e-43 1.00127 0.00063423
9.41134e-06 7.1e-05 0.0176676 0.0175966 2.31945e-10 1.1151e-10 7.0963e-05 2.38571e-11 2.2029e-15 1.19994e-21 2.4491e-26 3.6529e-32 2.85665e-37 2.89927e-43 1.00127 0.000635063
1.03526e-05 7.1e-05 0.017635 0.017564 2.53984e-10 1.11511e-10 7.0963e-05 2.61838e-11 2.65333e-15 1.58794e-21 3.26336e-26 5.80191e-32 4.60551e-37 5.52891e-43 1.00127 0.000635974
1.13879e-05 7.1e-05 0.0175993 0.0175283 2.77993e-10 1.11512e-10 7.0963e-05 2.87309e-11 3.19442e-15 2.10021e-21 4.34136e-26 9.21004e-32 7.41035e-37 1.05368e-42 1.00128 0.000636971
1.25268e-05 7.1e-05 0.0175602 0.0174892 3.04121e-10 1.11513e-10 7.0963e-05 3.1518e-11 3.84394e-15 2.776e-21 5.76611e-26 1.46107e-31 1.18996e-36 2.00654e-42 1.00128 0.00063806
1.37796e-05 7.1e-05 0.0175174 0.0174464 3.32527e-10 1.11514e-10 7.09631e-05 3.45664e-11 4.623e-15 3.66672e-21 7.64588e-26 2.31606e-31 1.90697e-36 3.81761e-42 1.00128 0.000639251
1.51577e-05 7.1e-05 0.0174705 0.0173996 3.63371e-10 1.11515e-10 7.09631e-05 3.78984e-11 5.55666e-15 4.8396e-21 1.01215e-25 3.66819e-31 3.04967e-36 7.2557e-42 1.00128 0.00064055
1.66735e-05 7.1e-05 0.0174193 0.0173483 3.96821e-10 1.11516e-10 7.09631e-05 4.15384e-11 6.67452e-15 6.38241e-21 1.33757e-25 5.80395e-31 4.8667e-36 1.37733e-41 1.00129 0.000641967
1.8341e-05 7.1e-05 0.0173633 0.0172923 4.33043e-10 1.11517e-10 7.09632e-05 4.55121e-11 8.01156e-15 8.4095e-21 1.76448e-25 9.17288e-31 7.74914e-36 2.61087e-41 1.00129 0.000643512
2.01752e-05 7.1e-05 0.0173021 0.0172311 4.72207e-10 1.11518e-10 7.09632e-05 4.98469e-11 9.60893e-15 1.10695e-20 2.32334e-25 1.44789e-30 1.23103e-35 4.94129e-41 1.00129 0.000645195
2.21928e-05 7.1e-05 0.0172352 0.0171643 5.14478e-10 1.1152e-10 7.09632e-05 5.45719e-11 1.1515e-14 1.45553e-20 3.05328e-25 2.28217e-30 1.95091e-35 9.33485e-41 1.0013 0.000647025
2.44122e-05 7.1e-05 0.0171623 0.0170914 5.60015e-10 1.11521e-10 7.09633e-05 5.97177e-11 1.37863e-14 1.91164e-20 4.00438e-25 3.59144e-30 3.08388e-35 1.75989e-40 1.0013 0.000649015
2.68535e-05 7.1e-05 0.0170828 0.0170119 6.08968e-10 1.11523e-10 7.09633e-05 6.53164e-11 1.64888e-14 2.50745e-20 5.24047e-25 5.6418e-30 4.86173e-35 3.31031e-40 1.0013 0.000651176
2.9539e-05 7.1e-05 0.0169962 0.0169253 6.61471e-10 1.11525e-10 7.09634e-05 7.14015e-11 1.96993e-14 3.28439e-20 6.84246e-25 8.84529e-30 7.64268e-35 6.21067e-40 1.00131 0.000653519
3.2493e-05 7.1e-05 0.0169019 0.016831 7.17637e-10 1.11527e-10 7.09634e-05 7.80079e-11 2.35064e-14 4.29552e-20 8.91249e-25 1.38376e-29 1.1978e-34 1.1619e-39 1.00131 0.000656057
3.57424e-05 7.1e-05 0.0167995 0.0167286 7.77553e-10 1.1153e-10 7.09634e-05 8.51713e-11 2.80124e-14 5.60863e-20 1.15787e-24 2.15958e-29 1.87118e-34 2.16686e-39 1.00132 0.000658802
3.93167e-05 7.1e-05 0.0166882 0.0166172 8.41269e-10 1.11532e-10 7.09635e-05 9.29282e-11 3.33343e-14 7.30996e-20 1.50008e-24 3.36148e-29 2.91306e-34 4.02692e-39 1.00132 0.000661768
4.32485e-05 7.1e-05 0.0165674 0.0164965 9.08794e-10 1.11535e-10 7.09635e-05 1.01316e-10 3.96055e-14 9.50871e-20 1.93768e-24 5.21717e-29 4.51832e-34 7.45499e-39 1.00133 0.000664967
4.75734e-05 7.1e-05 0.0164366 0.0163657 9.80083e-10 1.11538e-10 7.09636e-05 1.10371e-10 4.69769e-14 1.23425e-19 2.49498e-24 8.07169e-29 6.98052e-34 1.37432e-38 1.00134 0.000668412
5.23309e-05 7.1e-05 0.016295 0.0162242 1.05503e-09 1.11542e-10 7.09636e-05 1.20129e-10 5.56179e-14 1.59839e-19 3.2016e-24 1.24449e-28 1.07389e-33 2.52184e-38 1.00135 0.000672116
5.7564e-05 7.1e-05 0.0161421 0.0160713 1.13344e-09 1.11546e-10 7.09636e-05 1.30627e-10 6.57175e-14 2.06479e-19 4.09332e-24 1.91154e-28 1.64459e-33 4.6042e-38 1.00135 0.000676092
6.33205e-05 7.1e-05 0.0159772 0.0159064 1.21506e-09 1.1155e-10 7.09637e-05 1.41897e-10 7.74837e-14 2.66006e-19 5.21285e-24 2.92411e-28 2.50638e-33 8.35984e-38 1.00136 0.000680353
6.96527e-05 7.1e-05 0.0157997 0.0157288 1.29952e-09 1.11555e-10 7.09637e-05 1.53971e-10 9.1144e-14 3.41695e-19 6.61062e-24 4.45322e-28 3.79996e-33 1.50883e-37 1.00137 0.000684913
